Уникальный идентификатор клиента;Дата совершенной транзакции;Дата и время совершенной транзакции;Сумма совершенного перевода;Уникальный идентификатор транзакции;Зашифрованный идентификатор получателя/destination транзакции;Размеченные транзакции(переводы), где 1 - мошенническая операция , 0 - чистая
454061799;'2025-08-26 00:00:00.000';'2025-08-26 22:20:06.000';1000.0;12202;da9e3968c1674324b56aa98463fd4b10;0
2937859498;'2025-05-04 00:00:00.000';'2025-05-04 14:11:42.000';10000.0;1813;1f1ec07ffa06b3258d49beb4fb3d9f63;0
498636442;'2024-12-18 00:00:00.000';'2024-12-18 18:45:47.000';209850.0;8881;220fb9499f3d0b3ddbf1116bd7545ce3;0
452718092;'2025-07-11 00:00:00.000';'2025-07-11 19:40:31.000';25000.0;11156;f7492eccd201d138a6381c4c09c562e9;0
2112800905;'2025-03-09 00:00:00.000';'2025-03-09 11:34:33.000';1400.0;6366;c3c8daddee7d043dacec933a269a7a34;0
452139692;'2025-01-13 00:00:00.000';'2025-01-13 17:56:27.000';361000.0;6523;2c535cf793c342d6f82325332e48e591;0
465356982;'2025-05-19 00:00:00.000';'2025-05-19 08:11:46.000';500.0;6998;9030efc541153c7eb82a2280c59cda34;0
2934704401;'2025-01-18 00:00:00.000';'2025-01-18 22:37:35.000';7000.0;10546;54dff19c6731ff0b5589627834cc6284;0
2938023904;'2025-03-12 00:00:00.000';'2025-03-12 19:54:24.000';3000.0;10842;9da144223d8f6574c72fa67e7490a3fb;0
2938774348;'2025-04-19 00:00:00.000';'2025-04-19 16:21:55.000';30000.0;733;f1259d8fe812506144807e64b825c10c;0
455912976;'2024-12-18 00:00:00.000';'2024-12-18 00:16:12.000';104932.0;1152;674f115fe46fae16c53be56f47851cee;0
2933493153;'2024-12-19 00:00:00.000';'2024-12-19 15:46:26.000';10990.0;2079;d677d4e1a0f625e1ad746ea950c9dca9;0
455956619;'2025-01-04 00:00:00.000';'2025-01-04 20:50:36.000';200000.0;2955;c43ad3ea2a28aae50c6daf9fc4213443;0
2934295459;'2025-05-12 00:00:00.000';'2025-05-12 17:22:08.000';12000.0;5270;e1a6e2449e3ceb7a51c502c0b2c8490a;0
498636442;'2025-05-09 00:00:00.000';'2025-05-09 13:28:11.000';2000.0;5532;2722770e69757dd71d634cbeb84b5564;0
452274831;'2025-05-03 00:00:00.000';'2025-05-03 11:28:05.000';15000.0;7580;eb73122c4d7478bb4e3189b32630c20c;0
456065880;'2025-08-28 00:00:00.000';'2025-08-28 16:58:09.000';10000.0;7788;743464acdf1b92dff34e05a47db5aa36;0
2938023904;'2025-03-01 00:00:00.000';'2025-03-01 17:45:31.000';3000.0;1453;9da144223d8f6574c72fa67e7490a3fb;0
2112334789;'2025-05-05 00:00:00.000';'2025-05-05 17:42:12.000';50000.0;3631;d5b85ff949eb8ac79d7dbc91932e892c;0
2112686417;'2024-12-15 00:00:00.000';'2024-12-15 21:49:10.000';7000.0;4344;a8087899dcc965fcc21c605cf6ab84de;0
2684218560;'2024-12-13 00:00:00.000';'2024-12-13 19:30:35.000';18050.0;4448;9f4273a4438d2a8a4c5fda1cb315472a;0
465356982;'2025-05-04 00:00:00.000';'2025-05-04 16:57:08.000';500.0;9281;9030efc541153c7eb82a2280c59cda34;0
454326351;'2025-03-13 00:00:00.000';'2025-03-13 23:59:08.000';5000.0;9377;abacaca0b59383863774bdeb81e77204;0
2937769334;'2025-01-10 00:00:00.000';'2025-01-10 10:07:10.000';786000.0;9569;f73e1537745a574bfc8a90dc3883ee4f;0
452262441;'2024-12-02 00:00:00.000';'2024-12-02 16:10:12.000';55000.0;10374;5c56843c72414d4269d154a979116afe;0
2112317787;'2025-04-18 00:00:00.000';'2025-04-18 20:45:01.000';11000.0;10802;494a1eec70170784cbe2a33e22308e7f;0
2684118024;'2025-08-07 00:00:00.000';'2025-08-07 10:00:24.000';330.0;3551;ff579ff32f1959f56c2a66db6b962bb5;0
2938000220;'2025-03-28 00:00:00.000';'2025-03-28 13:34:53.000';370.0;9450;b158990187a7984552bcfe2087529758;0
456064118;'2025-04-04 00:00:00.000';'2025-04-04 11:32:16.000';5000.0;10182;dadb8057d800959fbd62aa66e33e2cbb;0
2933493153;'2025-05-31 00:00:00.000';'2025-05-31 12:54:53.000';1000.0;12092;d677d4e1a0f625e1ad746ea950c9dca9;0
2938150265;'2024-12-24 00:00:00.000';'2024-12-24 17:08:00.000';5000.0;12245;65a50ae9ab335767ef8424a233aa4620;0
452951313;'2025-04-11 00:00:00.000';'2025-04-11 09:21:19.000';5000.0;12470;19d72bc910b3e4ee4bd51c5b7114e350;0
2112800905;'2025-02-25 00:00:00.000';'2025-02-25 17:45:33.000';3000.0;12482;c3c8daddee7d043dacec933a269a7a34;0
2937764287;'2025-05-28 00:00:00.000';'2025-05-28 21:46:46.000';3500.0;12819;ef8fbc05a5c7b7f022d47b72654a9e1a;0
455852784;'2025-03-16 00:00:00.000';'2025-03-16 12:14:35.000';12500.0;3709;645fa6b90343b8d1ae1790a55abfde89;0
450724681;'2025-05-20 00:00:00.000';'2025-05-20 20:02:37.000';20000.0;10660;b1bad967c9a07c387478a24f700412f8;0
456326660;'2025-06-16 00:00:00.000';'2025-06-16 01:00:25.000';2000.0;13031;f5b7d600d42e00c131abd25c5f873ed8;0
2684693378;'2025-02-28 00:00:00.000';'2025-02-28 12:36:00.000';50000.0;4891;0f4b6e1a4bc070cdfdef75c13e38a3e6;0
451099995;'2025-07-28 00:00:00.000';'2025-07-28 21:24:31.000';41000.0;5817;2c286314b308ece42dd816de83a2144b;0
2934295459;'2025-07-10 00:00:00.000';'2025-07-10 12:52:38.000';3000.0;8863;e1a6e2449e3ceb7a51c502c0b2c8490a;0
2934812537;'2025-01-18 00:00:00.000';'2025-01-18 20:22:28.000';1750.0;2058;62d8843059806fb72fe34d0814cc8850;0
456156194;'2024-12-05 00:00:00.000';'2024-12-05 12:55:04.000';20000.0;9693;b749999ad5dd738f976c095995ce37cb;0
2937709269;'2025-03-20 00:00:00.000';'2025-03-20 23:10:18.000';24300.0;12775;33965d3dcaa392fd61f99288e363e2b8;0
2937833270;'2025-05-30 00:00:00.000';'2025-05-30 07:58:56.000';3000.0;12814;6c72f0862be62be89e5f0fccf3eb391f;0
454597142;'2025-05-30 00:00:00.000';'2025-05-30 17:47:10.000';1000.0;9531;1d59a6490095a387e38f5803818737fc;0
456175450;'2025-03-03 00:00:00.000';'2025-03-03 12:29:26.000';80000.0;10253;ba51c27740a3fa59e298274df7380ef2;0
456112296;'2025-02-26 00:00:00.000';'2025-02-26 08:40:23.000';15900.0;11167;3f397611e9aa21f6923b31bc8e4ca5b4;0
450724681;'2025-06-29 00:00:00.000';'2025-06-29 09:14:38.000';30000.0;10686;b1bad967c9a07c387478a24f700412f8;0
452171932;'2025-05-30 00:00:00.000';'2025-05-30 21:12:01.000';40000.0;1622;26e0a7154a1c9d2eeff33f2a7fde14b1;0
2937859498;'2024-12-06 00:00:00.000';'2024-12-06 19:13:34.000';15000.0;4514;1f1ec07ffa06b3258d49beb4fb3d9f63;0
452966691;'2025-03-26 00:00:00.000';'2025-03-26 13:45:43.000';20000.0;8694;c4ea468194fa3162a9e67d10a761d7bb;0
2685175517;'2025-08-24 00:00:00.000';'2025-08-24 09:26:17.000';7116.0;8897;e75a7903215af1977cb9e4b0ace2d8a7;0
454966600;'2025-04-08 00:00:00.000';'2025-04-08 14:41:18.000';20000.0;4337;bda70a6b95599e421521efe1e6ebbe21;0
453076643;'2025-03-07 00:00:00.000';'2025-03-07 15:47:39.000';200000.0;7414;c270178efc7e0b52ca658c1fd4d5447a;0
2937856609;'2024-12-11 00:00:00.000';'2024-12-11 14:07:58.000';40695.0;9330;d97536a94a2ad4f25e33a1224128a766;0
2933493153;'2025-05-02 00:00:00.000';'2025-05-02 09:05:56.000';1000.0;9617;d677d4e1a0f625e1ad746ea950c9dca9;0
2938023904;'2025-06-27 00:00:00.000';'2025-06-27 19:28:04.000';5000.0;9805;9da144223d8f6574c72fa67e7490a3fb;0
2112686417;'2024-12-28 00:00:00.000';'2024-12-28 13:22:31.000';19624.0;10849;a8087899dcc965fcc21c605cf6ab84de;0
2937748911;'2025-04-10 00:00:00.000';'2025-04-10 14:59:20.000';30000.0;1740;5c4586791e3a85d94b8840310b49e7b7;0
2937778211;'2025-02-03 00:00:00.000';'2025-02-03 15:56:27.000';20000.0;7451;b49b59c3f532de501500eb6ac7a1ffb5;0
501247811;'2025-01-02 00:00:00.000';'2025-01-02 18:42:26.000';100000.0;10227;e033186a1b0a500fcfb636a1c8857b4a;0
2112587265;'2025-02-24 00:00:00.000';'2025-02-24 18:07:02.000';5000.0;12808;749612afaf1c8e725bbd49af3dc5a781;0
2934295459;'2025-07-28 00:00:00.000';'2025-07-28 13:11:06.000';1500.0;12877;7ffd4fa86d0acb39296ce9052709f4ed;0
452718092;'2025-06-03 00:00:00.000';'2025-06-03 18:20:34.000';5000.0;12884;f7492eccd201d138a6381c4c09c562e9;0
2933375279;'2025-01-22 00:00:00.000';'2025-01-22 17:43:27.000';4000.0;9755;0c1de05ea765df1559aabe6d5e076133;0
454451484;'2025-05-12 00:00:00.000';'2025-05-12 16:22:11.000';980000.0;9982;1c8d166223f61e2abcf834018d8fbdbc;1
456445886;'2025-03-26 00:00:00.000';'2025-03-26 15:38:59.000';300000.0;11307;b2a4fb71e4003025cf44686113a7bd67;0
2937859498;'2025-05-06 00:00:00.000';'2025-05-06 11:52:51.000';2000.0;606;1f1ec07ffa06b3258d49beb4fb3d9f63;0
454360696;'2025-04-22 00:00:00.000';'2025-04-22 08:14:30.000';880.0;3835;7a80a4da8082ec0e273b7f8fe1de206e;0
2939023538;'2025-06-11 00:00:00.000';'2025-06-11 15:54:58.000';800.0;7629;8197594b02852e72a955e004cee5e766;0
2934704401;'2024-12-18 00:00:00.000';'2024-12-18 19:42:39.000';10000.0;9756;54dff19c6731ff0b5589627834cc6284;0
452262441;'2025-08-18 00:00:00.000';'2025-08-18 09:27:57.000';58000.0;10674;5c56843c72414d4269d154a979116afe;0
2938093850;'2025-06-25 00:00:00.000';'2025-06-25 22:05:49.000';80000.0;2337;718d77b35797e787b85e233c785b26fa;0
456112296;'2025-02-18 00:00:00.000';'2025-02-18 14:38:34.000';24937.5;4862;97992571d4d15365d7f47ac225da1070;0
2684034681;'2025-05-06 00:00:00.000';'2025-05-06 00:57:43.000';5000.0;5165;10d7b169ab61cb3d19f4833ff6a5c72d;0
456065880;'2025-04-25 00:00:00.000';'2025-04-25 00:35:11.000';40000.0;4141;743464acdf1b92dff34e05a47db5aa36;0
2685248091;'2025-06-11 00:00:00.000';'2025-06-11 15:42:54.000';61000.0;6208;3e5405501cdfe6eb9de15d1b69541e23;0
456167524;'2025-06-04 00:00:00.000';'2025-06-04 13:17:11.000';10000.0;6840;68d6b46306e875bfe51d6b5ab278f88b;0
2685248091;'2025-04-27 00:00:00.000';'2025-04-27 16:45:03.000';6000.0;7160;af2d1bc5e895ae2e33d17e831fa81877;0
450680838;'2024-12-07 00:00:00.000';'2024-12-07 14:07:05.000';58362.0;1688;3c1a1b74e4299090614802493fd8eb2d;0
452171932;'2025-05-14 00:00:00.000';'2025-05-14 14:55:50.000';1500.0;12708;47344e7b172a9693714f42a664759568;0
2935480038;'2025-05-31 00:00:00.000';'2025-05-31 09:28:12.000';1500.0;9922;95de063e416d1c4a2c8d22fd842dffff;0
452966691;'2024-12-03 00:00:00.000';'2024-12-03 20:26:09.000';6000.0;10010;c4ea468194fa3162a9e67d10a761d7bb;0
450680838;'2024-12-12 00:00:00.000';'2024-12-12 11:54:49.000';9000.0;11108;3c1a1b74e4299090614802493fd8eb2d;0
456000634;'2025-01-06 00:00:00.000';'2025-01-06 16:58:16.000';120000.0;11711;87b698d1edae13c21ce86678de3b8546;0
2937764287;'2025-06-28 00:00:00.000';'2025-06-28 13:09:19.000';1000.0;12222;ef8fbc05a5c7b7f022d47b72654a9e1a;0
2934704401;'2025-01-14 00:00:00.000';'2025-01-14 11:36:13.000';25000.0;13014;54dff19c6731ff0b5589627834cc6284;0
453660874;'2025-05-24 00:00:00.000';'2025-05-24 16:11:36.000';32000.0;10009;70bc1712c4b5639671499bb5ee62c089;0
453024373;'2025-04-01 00:00:00.000';'2025-04-01 12:58:52.000';20000.0;11856;ef96f13581fbde7f517c33e5b0227cd1;0
452718092;'2025-07-20 00:00:00.000';'2025-07-20 19:41:03.000';10000.0;12452;f7492eccd201d138a6381c4c09c562e9;0
452171932;'2025-04-29 00:00:00.000';'2025-04-29 11:06:36.000';10000.0;12975;47344e7b172a9693714f42a664759568;0
2095336822;'2025-04-22 00:00:00.000';'2025-04-22 14:16:47.000';2000.0;2057;502316602f75b8b950822466b8f9a069;0
456591642;'2024-12-12 00:00:00.000';'2024-12-12 20:54:49.000';30000.0;2161;1bc9c1b4ba5cda8d7d35c49be9b1a36f;0
2937859498;'2025-04-09 00:00:00.000';'2025-04-09 13:08:38.000';5000.0;4529;cf46e5ed767d44a9929e467ddb6b2bfa;0
455814236;'2024-11-30 00:00:00.000';'2024-11-30 11:06:19.000';5000.0;12108;169f004ba49a0271bd2bf62105e6f0ed;0
455296083;'2025-06-14 00:00:00.000';'2025-06-14 00:02:13.000';10000.0;12761;e3938781b3f7e10cb4b8371410945a3c;0
453802668;'2025-08-21 00:00:00.000';'2025-08-21 13:12:17.000';1000.0;12960;5e8f28dbc0e5924261ff487c942dcf5c;0
453024373;'2024-12-02 00:00:00.000';'2024-12-02 15:21:47.000';10000.0;12981;ef96f13581fbde7f517c33e5b0227cd1;0
2934812537;'2025-01-08 00:00:00.000';'2025-01-08 17:19:18.000';5000.0;13089;395a01d57a8a7c99e7196dbfec50d7b4;0
2935588230;'2025-03-07 00:00:00.000';'2025-03-07 14:01:37.000';10000.0;13110;f0d722fe560b8d757294b6eb9a17739b;0
2937668970;'2024-12-09 00:00:00.000';'2024-12-09 23:14:10.000';5000.0;5974;7fc3568e388a9b8fad9ff224b240b471;0
2937859498;'2024-12-09 00:00:00.000';'2024-12-09 10:19:19.000';2000.0;10745;1f1ec07ffa06b3258d49beb4fb3d9f63;0
452171932;'2025-04-18 00:00:00.000';'2025-04-18 11:10:40.000';85000.0;11298;7201b553cc0bca9220c493ea3ee98fe5;0
452274831;'2025-06-10 00:00:00.000';'2025-06-10 11:57:43.000';5000.0;12667;eb73122c4d7478bb4e3189b32630c20c;0
2937762710;'2025-04-21 00:00:00.000';'2025-04-21 11:35:34.000';3000.0;1897;64325a439beac4c4d395333ec44e507f;0
453076643;'2025-04-12 00:00:00.000';'2025-04-12 17:09:29.000';5000.0;3241;111c23045d44c3bcc77aa0be7f330081;0
453660874;'2025-04-01 00:00:00.000';'2025-04-01 15:47:17.000';60000.0;4478;70bc1712c4b5639671499bb5ee62c089;0
452274831;'2025-05-20 00:00:00.000';'2025-05-20 10:14:48.000';5000.0;10956;eb73122c4d7478bb4e3189b32630c20c;0
2095314234;'2025-08-15 00:00:00.000';'2025-08-15 20:20:06.000';1800.0;12540;5eb09003e1a1831ed3bf03315edaae0e;0
452718092;'2025-04-09 00:00:00.000';'2025-04-09 09:17:17.000';3000.0;3329;f7492eccd201d138a6381c4c09c562e9;0
456591642;'2025-04-15 00:00:00.000';'2025-04-15 09:44:34.000';2000.0;6062;1bc9c1b4ba5cda8d7d35c49be9b1a36f;0
2938063812;'2025-07-26 00:00:00.000';'2025-07-26 06:11:30.000';15000.0;8064;a15d4c5e84db6bc70589534e35e494e4;0
2937630576;'2025-08-12 00:00:00.000';'2025-08-12 18:36:11.000';2000.0;10427;142fb99b4b6a17e93c69436463fe45bb;0
454192001;'2025-04-12 00:00:00.000';'2025-04-12 20:45:06.000';5000.0;10854;8dcd54aff2bed39549bfdda91802e9e0;0
2095839711;'2025-07-04 00:00:00.000';'2025-07-04 22:34:50.000';5000.0;6643;40d2a3dfa22fb21e9c499bfc7dae06b1;0
453076643;'2025-03-26 00:00:00.000';'2025-03-26 07:10:42.000';30000.0;6747;111c23045d44c3bcc77aa0be7f330081;0
453637809;'2025-03-09 00:00:00.000';'2025-03-09 13:57:17.000';5000.0;7909;bdc06e1b92a43fdbdd75bcbfc7e150aa;0
2112339494;'2025-04-01 00:00:00.000';'2025-04-01 17:25:57.000';200000.0;3327;5d325cc5dba869f1e95774747b35c2c5;0
2938150265;'2024-12-24 00:00:00.000';'2024-12-24 17:57:46.000';13000.0;11424;65a50ae9ab335767ef8424a233aa4620;0
2935492004;'2025-05-30 00:00:00.000';'2025-05-30 18:35:47.000';1065.0;5730;562faac8428c328b18e795ecc3698ff6;0
501247811;'2025-01-10 00:00:00.000';'2025-01-10 09:26:27.000';50000.0;1862;cd44f037892cd894da332add28c8eeb2;0
2937764287;'2025-06-01 00:00:00.000';'2025-06-01 18:55:20.000';1500.0;4959;ef8fbc05a5c7b7f022d47b72654a9e1a;0
2933793914;'2025-04-12 00:00:00.000';'2025-04-12 15:48:05.000';35000.0;8941;5be75b5a12e56b1450c4ad7fadd23baf;0
2937698824;'2024-12-10 00:00:00.000';'2024-12-10 23:00:29.000';1170.0;3150;df9a3b9f0e23b5187cb5c867619be00d;0
2938055402;'2025-03-05 00:00:00.000';'2025-03-05 16:58:34.000';28500.0;3568;d78016ac99d362ad75a10f1d88e23acd;0
456326660;'2024-12-29 00:00:00.000';'2024-12-29 19:53:46.000';100000.0;10752;3b6200f28be9543f7d3017e92c5a900d;0
452543738;'2025-06-09 00:00:00.000';'2025-06-09 19:49:26.000';35000.0;4580;5254a7df56c8628eeb48f51813d6a83a;0
2937764287;'2025-05-01 00:00:00.000';'2025-05-01 18:04:23.000';37198.38;9644;d8532fbddaffbeaadbf7ad56b1ed683e;0
2095445364;'2025-08-05 00:00:00.000';'2025-08-05 22:26:19.000';100000.0;11890;7ee1f1817e7deae29d809eac1eb2e244;0
455852784;'2025-02-07 00:00:00.000';'2025-02-07 12:15:07.000';25000.0;12976;66d5e89ad96d8f233443cb1c455e77ec;0
452966691;'2025-03-06 00:00:00.000';'2025-03-06 19:49:35.000';30000.0;2139;c23b63479f5d964009ca45b038be5499;0
2933493153;'2025-06-20 00:00:00.000';'2025-06-20 13:09:10.000';10000.0;8216;e346e5a90a131adff931c28dd02d62d3;0
2933725046;'2025-06-17 00:00:00.000';'2025-06-17 22:42:04.000';10000.0;5970;639bd8a0613721b132d1778ea861238c;0
456508483;'2025-01-09 00:00:00.000';'2025-01-09 09:56:44.000';700.0;12890;94803708e51b56080fc9e6e49d8c2f65;0
452543738;'2025-01-30 00:00:00.000';'2025-01-30 18:13:31.000';18000.0;1744;4c745e30d04c74ca549622b74858c58e;0
456065880;'2025-07-12 00:00:00.000';'2025-07-12 09:38:18.000';27916.0;628;743464acdf1b92dff34e05a47db5aa36;0
501247811;'2025-05-24 00:00:00.000';'2025-05-24 20:01:22.000';5000.0;2997;e033186a1b0a500fcfb636a1c8857b4a;0
453308233;'2024-12-27 00:00:00.000';'2024-12-27 10:49:30.000';73881.0;4182;1a5de80a45e3dfc6735ff42948a3d0e6;0
452718092;'2025-05-26 00:00:00.000';'2025-05-26 18:21:36.000';5000.0;5524;f7492eccd201d138a6381c4c09c562e9;0
450724681;'2025-08-12 00:00:00.000';'2025-08-12 18:58:50.000';40000.0;5728;b1bad967c9a07c387478a24f700412f8;0
456591642;'2025-05-20 00:00:00.000';'2025-05-20 18:28:05.000';20000.0;5988;59fb538d5c6a9b5853b5787a29c02102;0
2937762710;'2025-03-13 00:00:00.000';'2025-03-13 00:14:09.000';10000.0;8976;09d0db3ffa8c748a0bc4d5b7cb278cb3;0
2934295459;'2025-07-29 00:00:00.000';'2025-07-29 08:00:20.000';3000.0;6051;e1a6e2449e3ceb7a51c502c0b2c8490a;0
2095445364;'2025-08-01 00:00:00.000';'2025-08-01 12:00:20.000';500000.0;2500;e9484af58f0b5ccaf07da3fc17b2528c;0
2095314234;'2025-02-09 00:00:00.000';'2025-02-09 20:02:02.000';4000.0;2809;5eb09003e1a1831ed3bf03315edaae0e;0
2935588230;'2025-08-14 00:00:00.000';'2025-08-14 17:01:48.000';2000.0;8787;f0d722fe560b8d757294b6eb9a17739b;0
450724681;'2024-12-30 00:00:00.000';'2024-12-30 20:11:42.000';10000.0;5176;b1bad967c9a07c387478a24f700412f8;0
2933375279;'2025-06-11 00:00:00.000';'2025-06-11 16:09:23.000';200000.0;9291;0c1de05ea765df1559aabe6d5e076133;0
456355739;'2025-06-03 00:00:00.000';'2025-06-03 18:03:30.000';1830.0;9814;5474be9abe881a40790bdaa1d324f43b;0
455536283;'2025-02-20 00:00:00.000';'2025-02-20 20:33:24.000';4000.0;10514;456df69c93f581a12ac8b6b4f901cc83;0
451099995;'2025-02-27 00:00:00.000';'2025-02-27 15:10:38.000';20000.0;2093;2262949567ee2d33e8ece79a5945be40;0
2935090322;'2025-05-09 00:00:00.000';'2025-05-09 12:44:03.000';10000.0;6221;c40e60180423974dc915134c2d242912;0
2934995000;'2025-07-03 00:00:00.000';'2025-07-03 11:14:21.000';25151.3124;6694;e6f59e575c1509c1f03c8de397cbe137;0
453055831;'2025-04-05 00:00:00.000';'2025-04-05 11:11:57.000';2550.0;6907;1cacea3e517803f0f3ca2a7a7cee33d5;0
2933375279;'2025-04-11 00:00:00.000';'2025-04-11 20:59:36.000';30000.0;7749;0c1de05ea765df1559aabe6d5e076133;0
501247811;'2024-12-31 00:00:00.000';'2024-12-31 14:15:00.000';13000.0;8118;c22728de8e0b2ff6bb27c533ddb93e75;0
455912976;'2025-03-14 00:00:00.000';'2025-03-14 17:37:58.000';247640.0;2210;674f115fe46fae16c53be56f47851cee;0
455536283;'2025-02-14 00:00:00.000';'2025-02-14 18:01:31.000';5000.0;5191;456df69c93f581a12ac8b6b4f901cc83;0
2112587265;'2025-04-25 00:00:00.000';'2025-04-25 10:55:12.000';20000.0;12148;749612afaf1c8e725bbd49af3dc5a781;0
2934812537;'2025-02-04 00:00:00.000';'2025-02-04 22:51:52.000';4000.0;12495;395a01d57a8a7c99e7196dbfec50d7b4;0
456167524;'2025-02-03 00:00:00.000';'2025-02-03 11:35:57.000';4000.0;12653;a105a22201f974b2e13e818b71b5eef4;0
456011212;'2024-12-30 00:00:00.000';'2024-12-30 17:47:40.000';10000.0;1376;31bf8d47fcde2c7fb8503ff7d4821fd4;0
456156194;'2024-12-27 00:00:00.000';'2024-12-27 17:58:12.000';20000.0;3862;b749999ad5dd738f976c095995ce37cb;0
452595449;'2024-12-06 00:00:00.000';'2024-12-06 14:40:14.000';30000.0;11889;01a3c776681777e314f564b1f9d3df27;0
2095053235;'2025-07-04 00:00:00.000';'2025-07-04 13:36:24.000';200000.0;12357;e4448d4b7f8e992caee90a23e9634cc0;0
2095336822;'2025-07-14 00:00:00.000';'2025-07-14 18:53:57.000';1430.0;12966;502316602f75b8b950822466b8f9a069;0
452262441;'2025-07-23 00:00:00.000';'2025-07-23 14:48:46.000';100000.0;4838;5c56843c72414d4269d154a979116afe;0
450912073;'2024-12-31 00:00:00.000';'2024-12-31 14:04:11.000';5000.0;6289;855e6eecc29198b34ac731de9df18d23;0
454464049;'2025-08-12 00:00:00.000';'2025-08-12 17:56:20.000';15000.0;12004;923cc720fc46b9d672e566624626bb8b;0
2934079753;'2025-02-10 00:00:00.000';'2025-02-10 20:26:03.000';104000.0;12280;0afb567220cdc0a2aa1a11662c259256;0
2938063812;'2025-06-20 00:00:00.000';'2025-06-20 07:49:35.000';17000.0;770;d292c2df4f2fa352578fdc6ad1aee458;0
454726005;'2025-05-06 00:00:00.000';'2025-05-06 22:14:35.000';5000.0;1585;e7bb7c16331d144294cf32de02277d14;0
453145885;'2024-12-29 00:00:00.000';'2024-12-29 16:28:18.000';24000.0;12230;91a752ed86f31a7e1f032054a09ecdb3;0
2937856609;'2024-12-17 00:00:00.000';'2024-12-17 19:46:27.000';7000.0;12339;d97536a94a2ad4f25e33a1224128a766;0
452195675;'2025-08-04 00:00:00.000';'2025-08-04 01:07:30.000';25000.0;12778;7aaa305240632ea084f080b4cb23770a;0
454061799;'2025-07-29 00:00:00.000';'2025-07-29 22:10:29.000';4000.0;12998;da9e3968c1674324b56aa98463fd4b10;0
452171932;'2025-02-07 00:00:00.000';'2025-02-07 19:42:15.000';38000.0;5973;47344e7b172a9693714f42a664759568;0
456591642;'2025-04-19 00:00:00.000';'2025-04-19 14:12:42.000';65000.0;7872;59fb538d5c6a9b5853b5787a29c02102;0
453024373;'2025-03-05 00:00:00.000';'2025-03-05 22:35:49.000';3900.0;11557;ef96f13581fbde7f517c33e5b0227cd1;0
2934295459;'2025-07-09 00:00:00.000';'2025-07-09 17:04:17.000';1000.0;12410;e1a6e2449e3ceb7a51c502c0b2c8490a;0
2095839711;'2025-01-08 00:00:00.000';'2025-01-08 12:11:15.000';102000.0;12539;9c3ab05bdf9459cf203927d9b41d438c;0
2938150265;'2024-12-26 00:00:00.000';'2024-12-26 11:24:32.000';66.0;13057;65a50ae9ab335767ef8424a233aa4620;0
2112316835;'2025-02-26 00:00:00.000';'2025-02-26 18:26:04.000';60000.0;1379;8947e7cd2921ce6663cedcce3aaffa71;0
2937764287;'2025-04-25 00:00:00.000';'2025-04-25 23:42:35.000';500.0;12958;ef8fbc05a5c7b7f022d47b72654a9e1a;0
2112800905;'2025-03-05 00:00:00.000';'2025-03-05 21:25:02.000';62000.0;11074;c3c8daddee7d043dacec933a269a7a34;0
455975954;'2025-05-08 00:00:00.000';'2025-05-08 18:39:48.000';50300.0;13032;aed45fa21d224700d1660340dd45e52b;0
452195675;'2025-03-14 00:00:00.000';'2025-03-14 11:20:02.000';23000.0;1058;7aaa305240632ea084f080b4cb23770a;0
2684118024;'2025-03-17 00:00:00.000';'2025-03-17 13:35:28.000';500.0;1104;44b709e91fffa2e8f26bada16a669e70;0
456311041;'2025-06-22 00:00:00.000';'2025-06-22 14:34:29.000';1990.0;3469;964df6a2d5143dc6fa2f306a1f054210;0
2095839711;'2025-06-20 00:00:00.000';'2025-06-20 12:46:08.000';148000.0;5320;e507c27db608dd90d706aa4602e1f19b;0
2937833270;'2025-06-12 00:00:00.000';'2025-06-12 20:51:35.000';140000.0;5784;54eda3ba51512d9721870d9378f79f26;0
2938150265;'2025-06-27 00:00:00.000';'2025-06-27 11:42:18.000';5000.0;3932;65a50ae9ab335767ef8424a233aa4620;0
465356982;'2024-12-27 00:00:00.000';'2024-12-27 16:40:00.000';2000.0;4342;9030efc541153c7eb82a2280c59cda34;0
456591642;'2025-02-08 00:00:00.000';'2025-02-08 12:03:34.000';80000.0;8000;59fb538d5c6a9b5853b5787a29c02102;0
452154710;'2025-02-15 00:00:00.000';'2025-02-15 06:49:21.000';5000.0;8050;c2082f252fbcbf42f0f876f183207314;0
2684218560;'2025-03-04 00:00:00.000';'2025-03-04 03:06:36.000';23715.64;10589;31ebdedaa19148313ce41aa8d1de7b91;0
2937769334;'2025-04-25 00:00:00.000';'2025-04-25 16:47:51.000';9707.093200000001;620;abd429637d0b6423de9b0886f9ef44bd;0
2933725046;'2025-03-14 00:00:00.000';'2025-03-14 10:59:56.000';10000.0;6578;639bd8a0613721b132d1778ea861238c;0
2934812537;'2025-02-07 00:00:00.000';'2025-02-07 09:11:28.000';10000.0;6893;62d8843059806fb72fe34d0814cc8850;0
2937764287;'2025-06-24 00:00:00.000';'2025-06-24 07:50:02.000';800.0;5892;ef8fbc05a5c7b7f022d47b72654a9e1a;0
453720887;'2025-08-12 00:00:00.000';'2025-08-12 15:35:43.000';7000.0;7214;06194af55e4a5e67a60e7f5606dabfde;0
2934812537;'2025-06-05 00:00:00.000';'2025-06-05 07:46:25.000';1000.0;8045;86dbb7bb9ea64526345ceae1d9ba2592;0
